Property_ID,Property_Name,City,Neighborhood,Price,Bedrooms,Bathrooms,Square_Feet,Property_Type,Latitude,Longitude,School_Distance,Parking,Age_of_Property,Status,Builder,Listing_Date
PROP00816,Aundh Homes,Pune,Aundh,21823000,1,1,2088,Apartment,18.518921,73.814255,7.4,Yes,7,Sold,Godrej Properties,2022-07-18
PROP00378,Miyapur Estate,Hyderabad,Miyapur,17214000,2,1,1971,Apartment,17.461833,78.497454,2.9,Yes,1,Sold,Godrej Properties,2026-02-23
PROP00173,Electronic City Residency,Bangalore,Electronic City,17514000,2,2,1617,Apartment,12.90722,77.630119,3.7,Yes,3,Available,,2022-08-24
PROP00359,Wakad Residency,Pune,Wakad,19574000,3,2,1571,Apartment,18.537677,73.855655,1.9,No,10,Available,Godrej Properties,2025-05-16
PROP00750,OMR Residency,Chennai,OMR,4123000,1,1,582,Studio,13.06968,80.313182,5.7,No,0,Available,DLF Ltd,2024-06-02
PROP00050,Aundh Towers,Pune,Aundh,72978000,4,3,5177,Villa,18.487977,73.870864,3.5,Yes,20,Under Construction,Godrej Properties,2026-04-12
PROP00877,HSR Layout Heights,Bangalore,HSR Layout,17834000,1,1,1214,Apartment,12.993169,77.637578,1.5,Yes,7,Sold,Prestige Group,2024-10-20
PROP00355,Miyapur Heights,Hyderabad,Miyapur,3347000,1,1,496,Studio,17.352107,78.553745,5.6,Yes,10,Sold,Puravankara,2022-07-05
PROP00441,Worli Towers,Mumbai,Worli,31380000,4,3,1601,Apartment,19.015028,72.838182,0.7,Yes,0,Sold,Tata Housing,2023-02-25
PROP00851,Navrangpura Homes,Ahmedabad,Navrangpura,3320000,3,3,802,Apartment,23.081305,72.62807,1.8,Yes,10,Available,Sobha Ltd,2023-02-26
PROP00351,Vasant Kunj Estate,Delhi,Vasant Kunj,12495000,2,1,603,Apartment,28.720997,77.120478,4.9,Yes,25,Available,Godrej Properties,2025-11-10
PROP00491,Powai Towers,Mumbai,Powai,28662000,2,2,779,Apartment,19.026115,72.80199,4,Yes,25,Available,Independent Builder,2026-06-06
PROP00598,Secunderabad Homes,Hyderabad,Secunderabad,11291000,2,2,979,Apartment,17.336305,78.510898,3,Yes,25,Sold,Prestige Group,2024-02-11
PROP00568,SG Highway Enclave,Ahmedabad,SG Highway,70817000,3,2,5418,Penthouse,23.033573,72.53171,0.9,Yes,25,Sold,Independent Builder,2026-04-29
PROP00209,Vastrapur Enclave,Ahmedabad,Vastrapur,7346000,2,2,800,Apartment,22.950602,72.639261,3.6,No,10,Available,Independent Builder,2024-05-23
PROP00597,Hitech City Enclave,Hyderabad,Hitech City,57458000,4,3,3156,Villa,17.392682,78.422271,2.7,Yes,3,Available,Prestige Group,2025-03-28
PROP00542,Indiranagar Towers,Bangalore,Indiranagar,9641000,3,3,1053,Apartment,12.919772,77.556486,1,Yes,7,Sold,Godrej Properties,2023-11-25
PROP00703,Hadapsar Homes,Pune,Hadapsar,17934000,4,3,1613,Apartment,18.464064,73.842351,1.9,Yes,5,Available,Sobha Ltd,2025-03-28
PROP00151,Bopal Estate,Ahmedabad,Bopal,14381000,3,2,2033,Apartment,23.019203,72.630516,2.8,Yes,2,Under Construction,Local Developer,2022-08-29
PROP01106,Thaltej Enclave,Ahmedabad,Thaltej,4097000,1,,743,Apartment,23.101689,72.529241,1.8,Yes,0,Available,Shapoorji Pallonji,2022-08-10
PROP00652,Worli Heights,Mumbai,Worli,18218000,3,3,768,Apartment,18.997756,72.94325,1.7,Yes,25,Under Construction,Sobha Ltd,2023-07-06
PROP00169,Viman Nagar Gardens,Pune,Viman Nagar,43998000,4,3,4792,Villa,18.591276,73.810244,6.4,Yes,7,Sold,Prestige Group,2025-07-21
PROP00270,Thane Heights,Mumbai,Thane,51399000,2,2,1908,Apartment,19.042972,72.949749,5,No,15,Sold,Independent Builder,2022-01-19
PROP01144,Dwarka Court,Delhi,Dwarka,8871000,1,1,485,Studio,28.753833,77.132262,3.8,No,5,Sold,Local Developer,2026-02-24
PROP00700,Yelahanka Court,Bangalore,Yelahanka,22407000,1,1,1914,Apartment,12.894932,77.670499,7.1,Yes,25,Sold,DLF Ltd,2025-05-01
PROP00457,Prahlad Nagar Gardens,Ahmedabad,Prahlad Nagar,29063000,3,2,4939,Villa,22.953263,72.61959,3.9,Yes,5,Sold,Independent Builder,2023-09-11
PROP00280,Velachery Court,Chennai,Velachery,85773000,4,4,5308,Villa,13.052814,80.316406,5.8,No,3,Sold,Prestige Group,2025-10-23
PROP00014,Pitampura Residency,Delhi,Pitampura,29978000,3,3,1393,Independent House,28.680788,77.088276,6.9,Yes,25,Sold,Independent Builder,2022-07-21
PROP01064,T Nagar Residency,Chennai,T Nagar,23672000,3,3,2143,Independent House,13.16154,80.244729,0.5,Yes,0,Sold,Local Developer,2022-02-19
PROP00823,Tambaram Residency,Chennai,Tambaram,3742000,1,1,590,Studio,13.069434,80.232305,5.8,Yes,20,Sold,Shapoorji Pallonji,2026-01-03
PROP00178,Kukatpally Court,Hyderabad,Kukatpally,24586000,3,2,1970,Apartment,17.332718,78.433398,2.5,Yes,5,Sold,Tata Housing,2022-04-20
PROP00745,Marathahalli Towers,Bangalore,Marathahalli,9396000,1,1,541,Studio,12.93865,77.519585,3.1,Yes,1,Under Construction,DLF Ltd,2022-08-06
PROP00201,Juhu Estate,Mumbai,Juhu,10349000,1,1,509,Studio,19.069079,72.856727,2.5,Yes,20,Available,Brigade Group,2025-04-26
PROP00131,Hadapsar Gardens,Pune,Hadapsar,9403000,2,1,1121,Apartment,18.591038,73.933862,6.2,Yes,10,Available,Brigade Group,2025-02-21
PROP00939,Baner Gardens,Pune,Baner,12150000,2,2,1827,Apartment,18.51895,73.873116,7.1,Yes,0,Available,Sobha Ltd,2026-06-09
PROP01144,Dwarka Court,Delhi,Dwarka,8871000,1,1,485,Studio,28.753833,77.132262,3.8,No,5,Sold,Local Developer,2026-02-24
PROP00722,Prahlad Nagar Court,Ahmedabad,Prahlad Nagar,16648000,2,2,2041,Apartment,23.009709,72.501699,5,Yes,0,Sold,Godrej Properties,2024-06-23
PROP00765,OMR Residency,Chennai,OMR,10577000,1,1,1181,Apartment,13.094301,80.217346,1.8,Yes,20,Sold,Prestige Group,2025-05-23
PROP00584,Whitefield Gardens,Bangalore,Whitefield,70715000,5,4,3987,Villa,12.934173,77.667434,,Yes,0,Available,DLF Ltd,2024-02-09
PROP00814,Gachibowli Heights,Hyderabad,Gachibowli,8358000,2,2,1259,Apartment,17.441697,78.486536,4.4,Yes,25,Available,Oberoi Realty,2022-03-08
PROP00016,Adyar Homes,Chennai,Adyar,37815000,3,3,3181,Penthouse,13.066866,80.200082,3.2,,3,Under Construction,Puravankara,2023-08-08
PROP00550,HSR Layout Gardens,Bangalore,HSR Layout,29052000,3,2,1819,Independent House,13.000966,77.558514,5.7,Yes,15,Under Construction,DLF Ltd,2026-04-27
PROP01115,Nungambakkam Homes,Chennai,Nungambakkam,9168000,2,1,1031,Apartment,13.065179,80.222058,6.2,Yes,0,Under Construction,,2023-07-17
PROP00062,Bopal Homes,Ahmedabad,Bopal,3963000,1,1,575,Studio,23.015608,72.606991,3.4,Yes,0,Available,Lodha Group,2023-11-25
PROP00398,Bandra Court,Mumbai,Bandra,79530000,3,3,2040,Apartment,18.999002,72.877332,5.3,Yes,0,Sold,Lodha Group,2022-11-07
PROP00923,Jayanagar Heights,Bangalore,Jayanagar,21882000,4,3,2033,Independent House,13.042465,77.629659,4.5,No,3,Available,Puravankara,2025-10-07
PROP00547,Vasant Kunj Heights,Delhi,Vasant Kunj,9599000,1,1,581,Studio,28.67306,77.164693,4.7,Yes,3,Sold,Prestige Group,2026-03-20
PROP00258,Viman Nagar Heights,Pune,Viman Nagar,28021000,4,4,3146,Independent House,18.449084,73.812367,3.7,No,25,Available,Puravankara,2022-08-22
PROP00516,Viman Nagar Court,Pune,Viman Nagar,19506000,2,1,1446,Independent House,18.469159,73.779736,6.3,Yes,20,Available,Shapoorji Pallonji,2025-05-27
PROP00781,SG Highway Residency,Ahmedabad,SG Highway,20334000,1,1,2154,Apartment,22.957114,72.619937,1.3,Yes,10,Under Construction,Brigade Group,2022-06-09
PROP00095,Thane Court,Mumbai,Thane,33262000,4,4,1341,Apartment,19.132251,72.952006,4.9,Yes,5,Available,Independent Builder,2022-10-17
PROP00671,SG Highway Gardens,Ahmedabad,SG Highway,33803000,3,3,2801,Villa,23.0695,72.565632,7.3,No,0,Under Construction,Sobha Ltd,2024-11-05
PROP00288,Secunderabad Enclave,Hyderabad,Secunderabad,10340000,3,2,880,Apartment,17.308591,78.413603,4.7,Yes,1,Sold,DLF Ltd,2025-03-18
PROP00934,Rohini Estate,Delhi,Rohini,13190000,3,3,856,Apartment,28.627569,77.085257,2.6,Yes,2,Available,Tata Housing,2026-01-22
PROP00686,Jayanagar Residency,Bangalore,Jayanagar,27380000,1,1,2193,Apartment,13.050042,77.581998,1.2,Yes,20,Available,Oberoi Realty,2023-04-30
PROP00107,SG Highway Homes,Ahmedabad,SG Highway,50733000,4,4,5087,Penthouse,23.06669,72.564629,2.5,Yes,2,Under Construction,Brigade Group,2023-09-28
PROP01137,Indiranagar Estate,Bangalore,Indiranagar,69015000,5,4,3566,Villa,12.954399,77.6025,,No,0,Sold,Prestige Group,2022-05-10
PROP00400,Anna Nagar Homes,Chennai,Anna Nagar,16150000,4,4,1875,Apartment,13.139235,80.24511,6.8,Yes,25,Available,Shapoorji Pallonji,2022-03-22
PROP00069,T Nagar Enclave,Chennai,T Nagar,4393000,1,1,370,Studio,13.008038,80.249078,1.2,Yes,5,Sold,Prestige Group,2023-02-16
PROP00324,T Nagar Gardens,Chennai,T Nagar,9956000,4,4,1161,Apartment,13.011034,80.297371,7.8,Yes,25,Available,DLF Ltd,2022-12-09
PROP01067,Yelahanka Residency,Bangalore,Yelahanka,53805000,3,3,2616,Villa,12.991065,77.521394,3.2,Yes,15,Available,DLF Ltd,2022-04-01
PROP00751,Velachery Heights,Chennai,Velachery,92377000,3,,4609,Penthouse,13.059399,80.255071,4.5,Yes,0,Available,,2025-04-26
PROP00729,Kharadi Heights,Pune,Kharadi,3790000,1,1,381,Studio,18.569306,73.866917,5,Yes,5,Under Construction,Oberoi Realty,2025-05-10
PROP00912,Miyapur Court,Hyderabad,Miyapur,10334000,2,1,1217,Apartment,17.420729,78.439646,1.9,Yes,20,Available,Local Developer,2025-09-12
PROP00695,Pitampura Court,Delhi,Pitampura,3782000,1,1,406,Studio,28.697835,77.065181,3.9,No,5,Available,Shapoorji Pallonji,2022-06-22
PROP01061,Andheri Enclave,Mumbai,Andheri,73674000,3,3,3044,Independent House,19.108043,72.94963,1.1,No,7,Under Construction,Tata Housing,2025-12-30
PROP00463,Wakad Heights,Pune,Wakad,7236000,1,1,1037,Apartment,18.56947,73.829386,4.8,No,2,Under Construction,Sobha Ltd,2022-10-23
PROP00186,Greater Kailash Heights,Delhi,Greater Kailash,43268000,4,4,1749,Independent House,28.678141,77.114969,4.6,No,5,Under Construction,DLF Ltd,2022-04-05
PROP00302,Secunderabad Towers,Hyderabad,Secunderabad,33619000,3,3,3168,Independent House,17.448444,78.544624,4,Yes,0,Available,Sobha Ltd,2025-10-18
PROP00885,Kothrud Heights,Pune,Kothrud,14879000,3,2,1568,Apartment,18.592906,73.804115,4.6,Yes,5,Available,Local Developer,2022-10-30
PROP00180,Whitefield Residency,Bangalore,Whitefield,17786000,3,3,1141,Apartment,12.982104,77.638208,4.1,Yes,20,Available,Shapoorji Pallonji,2024-01-22
PROP00122,HSR Layout Court,Bangalore,HSR Layout,12568000,2,2,1470,Apartment,12.899697,77.665862,,No,2,Under Construction,Prestige Group,2023-11-02
PROP00806,SG Highway Gardens,Ahmedabad,SG Highway,13415000,3,3,1428,Independent House,23.027574,72.552755,5.5,Yes,0,Available,Local Developer,2025-04-23
PROP00165,Bandra Enclave,Mumbai,Bandra,25269000,3,2,740,Apartment,19.047909,72.859338,2.5,No,0,Sold,Shapoorji Pallonji,2023-05-13
PROP00820,Aundh Towers,Pune,Aundh,4128000,1,1,516,Studio,18.531489,73.852206,0.9,Yes,0,Sold,Independent Builder,2024-03-08
PROP00010,Janakpuri Heights,Delhi,Janakpuri,44356000,2,2,2426,Independent House,28.641999,77.080577,7.9,Yes,2,Available,Tata Housing,2022-06-11
PROP00055,Greater Kailash Residency,Delhi,Greater Kailash,48159000,5,5,2373,Villa,28.731321,77.159737,2.8,No,3,Sold,,2026-04-07
PROP00963,Kothrud Homes,Pune,Kothrud,22775000,3,3,1911,Apartment,18.549842,73.902736,4,Yes,5,Available,Oberoi Realty,2024-12-07
PROP00356,Saket Enclave,Delhi,Saket,18263000,2,2,1473,Apartment,28.71855,77.136522,1.8,No,0,Available,Local Developer,2025-08-21
PROP00343,Saket Gardens,Delhi,Saket,7715000,1,1,497,Studio,28.752785,77.071319,3.9,Yes,2,Sold,Sobha Ltd,2023-02-22
PROP01098,Bandra Towers,Mumbai,Bandra,103228000,4,4,2429,Independent House,19.058286,72.957451,1.1,No,15,Available,Godrej Properties,2025-09-30
PROP00112,Marathahalli Court,Bangalore,Marathahalli,3180000,1,1,366,Studio,12.963588,77.573954,3.7,Yes,20,Available,Brigade Group,2024-03-26
PROP00056,Hitech City Estate,Hyderabad,Hitech City,9434000,2,,787,Apartment,17.436988,78.406884,7,No,7,Available,Shapoorji Pallonji,2024-01-11
PROP00777,Karol Bagh Residency,Delhi,Karol Bagh,188657000,4,3,5288,Villa,28.720823,77.098038,1.8,Yes,1,Available,Local Developer,2024-08-28
PROP00345,Juhu Towers,Mumbai,Juhu,47869000,2,2,1336,Independent House,19.102077,72.943759,3,Yes,0,Available,Independent Builder,2024-03-02
PROP01009,Kharadi Gardens,Pune,Kharadi,71945000,4,4,4157,Villa,18.534765,73.885916,6.5,Yes,2,Sold,Oberoi Realty,2024-09-16
PROP00189,Viman Nagar Heights,Pune,Viman Nagar,35771000,5,5,2038,Villa,18.598505,73.84427,1.2,Yes,2,Available,Local Developer,2026-07-09
PROP00665,Satellite Estate,Ahmedabad,Satellite,25391000,4,3,2318,Villa,22.994297,72.649219,7.5,Yes,0,Available,Puravankara,2022-10-30
PROP00692,Jayanagar Heights,Bangalore,Jayanagar,16457000,4,4,1662,Independent House,12.938997,77.527847,4.6,Yes,25,Sold,Sobha Ltd,2025-11-24
PROP00415,Tambaram Residency,Chennai,Tambaram,15608000,3,3,1707,Independent House,13.038285,80.339097,7.6,Yes,7,Under Construction,DLF Ltd,2024-08-21
PROP00762,Miyapur Enclave,Hyderabad,Miyapur,36299000,5,5,3210,Villa,17.448491,78.52893,,No,5,Available,Oberoi Realty,2022-08-26
PROP00379,Juhu Heights,Mumbai,Juhu,38449000,1,1,1461,Apartment,19.060927,72.893421,5.5,No,5,Available,Independent Builder,2022-05-06
PROP00871,Rohini Estate,Delhi,Rohini,14169000,1,1,524,Studio,28.630655,77.156576,,No,7,Sold,Local Developer,2025-11-17
PROP01099,Navrangpura Enclave,Ahmedabad,Navrangpura,7870000,2,2,1298,Independent House,22.951458,72.595126,0.8,Yes,5,Available,Oberoi Realty,2026-05-04
PROP00836,Anna Nagar Court,Chennai,Anna Nagar,63023000,3,3,5099,Villa,13.158597,80.265981,1.5,Yes,7,Sold,Godrej Properties,2024-06-26
PROP00624,Saket Homes,Delhi,Saket,24355000,3,3,958,Apartment,28.684956,77.106495,5.7,Yes,2,Available,Puravankara,2022-05-06
PROP01147,Navrangpura Towers,Ahmedabad,Navrangpura,12064000,2,2,1820,Independent House,23.047101,72.608988,1.7,Yes,0,Sold,Puravankara,2022-06-19
PROP00197,Powai Residency,Mumbai,Powai,71180000,3,3,2216,Independent House,19.121278,72.913022,1.5,Yes,3,Sold,Godrej Properties,2026-04-29
PROP00227,Gachibowli Enclave,Hyderabad,Gachibowli,26980000,4,4,2492,Villa,17.460546,78.536054,,No,0,Under Construction,Oberoi Realty,2023-02-18
PROP00327,Indiranagar Gardens,Bangalore,Indiranagar,18227000,1,1,1543,Apartment,12.938754,77.626126,1.7,Yes,15,Available,Local Developer,2024-08-17
PROP00316,Velachery Enclave,Chennai,Velachery,6633000,2,2,608,Apartment,13.140359,80.242732,3.9,Yes,15,Available,Local Developer,2025-01-09
PROP00462,Andheri Heights,Mumbai,Andheri,28705000,2,2,680,Apartment,19.103468,72.939415,3.3,Yes,2,Available,Local Developer,2024-10-21
PROP00585,Secunderabad Court,Hyderabad,Secunderabad,20050000,4,4,1889,Independent House,17.359892,78.457136,2.1,,25,Available,Tata Housing,2022-04-28
PROP00030,Wakad Enclave,Pune,Wakad,9003000,1,1,1172,Apartment,18.566121,73.873766,2.7,No,10,Sold,Shapoorji Pallonji,2024-08-27
PROP00960,Jayanagar Heights,Bangalore,Jayanagar,16659000,3,3,1372,Apartment,12.94719,77.561392,6.6,No,25,Available,Brigade Group,2024-06-03
PROP00709,Hitech City Homes,Hyderabad,Hitech City,3947000,1,1,504,Studio,17.395225,78.515328,2.7,Yes,25,Sold,Lodha Group,2022-10-05
PROP00968,Navi Mumbai Estate,Mumbai,Navi Mumbai,64849000,3,3,2104,Apartment,19.082998,72.810974,5.8,Yes,10,Available,Brigade Group,2023-05-10
PROP00502,Kondapur Residency,Hyderabad,Kondapur,6495000,1,1,576,Studio,17.41982,78.489476,0.7,Yes,5,Available,Prestige Group,2024-06-07
PROP00373,Janakpuri Residency,Delhi,Janakpuri,88173000,4,3,2579,Villa,28.651504,77.07232,7.2,No,0,Available,Puravankara,2025-10-15
PROP01057,Prahlad Nagar Homes,Ahmedabad,Prahlad Nagar,11405000,2,2,1493,Apartment,22.9786,72.512922,1.1,Yes,5,Sold,Lodha Group,2025-11-07
PROP00323,Secunderabad Residency,Hyderabad,Secunderabad,10541000,1,1,957,Apartment,17.320034,78.513261,1.8,No,25,Under Construction,Brigade Group,2022-11-21
PROP00319,Kharadi Gardens,Pune,Kharadi,11559000,3,3,1445,Apartment,18.55479,73.880059,6.7,Yes,3,Available,Independent Builder,2023-05-06
PROP00015,Kondapur Residency,Hyderabad,Kondapur,11838000,2,2,1709,Independent House,17.376778,78.474201,2.4,Yes,0,Available,Shapoorji Pallonji,2022-07-20
PROP00166,Tambaram Estate,Chennai,Tambaram,11190000,2,2,1166,Apartment,13.012823,80.260248,3.5,No,0,Available,Sobha Ltd,2026-01-16
PROP00787,Thane Court,Mumbai,Thane,32688000,4,3,863,Apartment,19.135346,72.818764,3.5,Yes,0,Available,Local Developer,2022-05-08
PROP00848,Aundh Court,Pune,Aundh,4635000,1,1,555,Studio,18.54019,73.839092,0.3,Yes,7,Available,Sobha Ltd,2025-04-11
PROP00894,Juhu Towers,Mumbai,Juhu,78195000,2,2,1805,Apartment,19.144577,72.885377,3.2,No,0,Sold,Godrej Properties,2023-11-24
PROP01125,Worli Residency,Mumbai,Worli,98902000,3,3,2468,Independent House,19.072137,72.93304,4.3,Yes,7,Available,Brigade Group,2022-04-04
PROP00674,Indiranagar Heights,Bangalore,Indiranagar,25144000,1,1,2004,Apartment,12.992631,77.640085,6.8,Yes,15,Available,Brigade Group,2023-02-22
PROP00510,Tambaram Enclave,Chennai,Tambaram,21306000,3,3,2235,Independent House,13.075934,80.345585,4.2,Yes,2,Available,DLF Ltd,2026-03-09
PROP00442,Janakpuri Residency,Delhi,Janakpuri,56162000,2,2,2078,Apartment,28.679754,77.048189,4.1,Yes,15,Sold,Godrej Properties,2025-03-30
PROP00446,SG Highway Heights,Ahmedabad,SG Highway,2190000,1,1,538,Studio,23.050365,72.598935,3.3,Yes,0,Available,Oberoi Realty,2025-11-24
PROP00701,Gachibowli Heights,Hyderabad,Gachibowli,8857000,2,2,1517,Apartment,17.307783,78.515507,2.5,Yes,15,Available,Prestige Group,2026-05-07
PROP00571,Porur Towers,Chennai,Porur,18326000,2,2,1868,Apartment,13.159111,80.294387,2.4,Yes,2,Sold,Brigade Group,2023-12-03
PROP00776,Greater Kailash Enclave,Delhi,Greater Kailash,22056000,2,2,790,Apartment,28.739291,77.163336,2.3,Yes,20,Under Construction,Tata Housing,2025-08-24
PROP00385,Prahlad Nagar Enclave,Ahmedabad,Prahlad Nagar,14634000,3,2,2041,Independent House,22.947854,72.497458,4,Yes,0,Sold,Local Developer,2022-06-13
PROP00733,Powai Heights,Mumbai,Powai,17535000,2,2,639,Apartment,19.100833,72.836779,2.5,No,10,Sold,Independent Builder,2022-06-07
PROP01042,Indiranagar Heights,Bangalore,Indiranagar,14149000,3,2,1392,Apartment,12.931445,77.651582,1.2,No,3,Sold,,2022-01-03
PROP00049,Dwarka Heights,Delhi,Dwarka,13008000,3,3,783,Apartment,28.635953,77.123211,0.6,Yes,20,Under Construction,Godrej Properties,2023-05-24
PROP00184,Saket Gardens,Delhi,Saket,45417000,3,2,2759,Independent House,28.646847,77.123684,5.1,No,10,Available,Godrej Properties,2024-04-05
PROP00257,SG Highway Gardens,Ahmedabad,SG Highway,6816000,3,3,1465,Apartment,23.02208,72.59594,1,No,0,Sold,DLF Ltd,2022-07-06
PROP00917,Indiranagar Gardens,Bangalore,Indiranagar,19206000,1,1,2193,Apartment,13.03249,77.540721,1.1,No,1,Sold,Independent Builder,2024-08-19
PROP00544,Greater Kailash Towers,Delhi,Greater Kailash,66895000,3,3,2427,Independent House,28.663228,77.029891,5,Yes,15,Available,Prestige Group,2023-11-03
PROP00306,Madhapur Enclave,Hyderabad,Madhapur,8047000,3,3,1123,Apartment,17.397266,78.415364,6.4,No,15,Available,Brigade Group,2024-03-17
PROP01117,Viman Nagar Court,Pune,Viman Nagar,6441000,4,3,628,Apartment,18.54945,73.776805,5.2,Yes,5,Available,Lodha Group,2022-03-03
PROP00309,Viman Nagar Estate,Pune,Viman Nagar,29720000,3,3,2846,Independent House,18.577409,73.80807,6.4,Yes,10,Sold,Prestige Group,2024-05-13
PROP00791,Rohini Towers,Delhi,Rohini,43200000,3,3,1833,Apartment,28.750298,77.057304,3.1,Yes,2,Available,Independent Builder,2025-08-08
PROP00761,Velachery Estate,Chennai,Velachery,9496000,4,3,1088,Apartment,13.096124,80.292734,4,Yes,3,Sold,Lodha Group,2025-09-30
PROP00026,SG Highway Court,Ahmedabad,SG Highway,7676000,2,2,1006,Apartment,23.006255,72.535976,0.7,Yes,5,Sold,Oberoi Realty,2025-10-23
PROP00704,HSR Layout Court,Bangalore,HSR Layout,43270000,3,3,3085,Independent House,13.046072,77.654943,5.5,No,15,Available,Independent Builder,2023-12-16
PROP00008,Baner Court,Pune,Baner,12081000,3,2,1508,Apartment,18.528916,73.927489,5.5,Yes,25,Under Construction,Lodha Group,2026-04-24
PROP00498,Worli Estate,Mumbai,Worli,83634000,2,2,2157,Apartment,19.119215,72.886824,7.2,Yes,0,Under Construction,Puravankara,2026-06-25
PROP00389,Maninagar Towers,Ahmedabad,Maninagar,9808000,3,3,1125,Apartment,22.944772,72.509248,1.6,Yes,25,Available,Prestige Group,2023-06-20
PROP00058,Whitefield Estate,Bangalore,Whitefield,42415000,3,3,2920,Villa,13.024743,77.59434,5.8,Yes,7,Sold,Puravankara,2023-05-15
PROP00699,Anna Nagar Enclave,Chennai,Anna Nagar,20195000,2,1,1579,Independent House,13.102239,80.308955,6.8,Yes,1,Available,Godrej Properties,2022-12-08
PROP00382,Satellite Homes,Ahmedabad,Satellite,13077000,4,4,1758,Apartment,23.056384,72.556365,3.6,Yes,25,Available,Prestige Group,2023-01-21
PROP00710,Viman Nagar Court,Pune,Viman Nagar,15537000,1,1,1158,Apartment,18.514185,73.80604,6.3,No,0,Available,Puravankara,2025-11-22
PROP00267,Hadapsar Enclave,Pune,Hadapsar,28484000,3,,2746,Independent House,18.536942,73.900883,7.7,,10,Available,Independent Builder,2022-06-02
PROP00018,Baner Homes,Pune,Baner,2519000,1,1,385,Studio,18.578291,73.841304,7.5,Yes,20,Sold,Tata Housing,2022-06-17
PROP00528,Worli Enclave,Mumbai,Worli,240460000,5,5,4122,Penthouse,19.075042,72.885986,5.3,Yes,0,Sold,Local Developer,2022-05-14
PROP00103,SG Highway Heights,Ahmedabad,SG Highway,3850000,1,1,712,Apartment,23.076094,72.579209,5.9,No,0,Sold,Sobha Ltd,2023-09-09
PROP00864,Maninagar Court,Ahmedabad,Maninagar,5891000,2,1,1423,Apartment,23.029431,72.506533,7.8,Yes,0,Sold,Lodha Group,2022-09-16
PROP00990,Nungambakkam Court,Chennai,Nungambakkam,15483000,4,3,1337,Apartment,13.006384,80.313109,1.8,No,7,Sold,Shapoorji Pallonji,2023-12-03
PROP00421,Whitefield Heights,Bangalore,Whitefield,18474000,2,2,1476,Apartment,13.02433,77.589826,4.3,Yes,10,Sold,Independent Builder,2025-11-20
PROP00725,Thaltej Court,Ahmedabad,Thaltej,41614000,3,3,3395,Villa,23.059025,72.575905,1.7,Yes,20,Sold,Shapoorji Pallonji,2023-12-23
PROP00712,Kharadi Residency,Pune,Kharadi,10980000,3,3,1708,Apartment,18.575617,73.79685,5.4,No,15,Available,DLF Ltd,2022-06-23
PROP00904,Andheri Enclave,Mumbai,Andheri,29701000,2,1,727,Apartment,19.028126,72.880616,0.5,No,0,Available,DLF Ltd,2024-03-05
PROP00213,Worli Towers,Mumbai,Worli,44716000,3,2,2292,Independent House,19.155423,72.832806,6.8,No,5,Under Construction,Prestige Group,2022-12-27
PROP00845,Whitefield Court,Bangalore,Whitefield,15801000,4,4,1391,Apartment,12.969417,77.522285,4.3,,0,Sold,,2024-10-29
PROP00569,Indiranagar Residency,Bangalore,Indiranagar,87815000,4,3,5487,Villa,12.988965,77.608206,3.2,Yes,15,Sold,DLF Ltd,2023-04-22
PROP00551,Jayanagar Towers,Bangalore,Jayanagar,50319000,4,4,3137,Independent House,13.012849,77.516503,5.3,Yes,7,Available,Local Developer,2026-03-15
PROP00611,Thaltej Towers,Ahmedabad,Thaltej,8399000,2,2,1080,Apartment,23.056616,72.59661,1.3,Yes,0,Under Construction,Independent Builder,2024-01-29
PROP00233,Dwarka Residency,Delhi,Dwarka,6432000,2,2,668,Apartment,28.632189,77.08016,1.8,Yes,10,Available,Independent Builder,2022-09-11
PROP01015,Koramangala Heights,Bangalore,Koramangala,9878000,3,3,718,Apartment,13.023029,77.54536,1.5,No,10,Available,Tata Housing,2023-08-20
PROP01026,Gachibowli Towers,Hyderabad,Gachibowli,20865000,1,1,2193,Apartment,17.448919,78.557087,0.3,Yes,20,Sold,Puravankara,2025-04-03
PROP00081,Andheri Homes,Mumbai,Andheri,79409000,2,2,2084,Independent House,19.055623,72.818518,0.7,Yes,25,Available,Brigade Group,2025-09-24
PROP01008,Yelahanka Gardens,Bengaluru,Yelahanka,37077000,3,3,2159,Independent House,12.970557,77.527395,3.8,Yes,20,Sold,Brigade Group,2024-08-18
PROP00073,Yelahanka Heights,Bangalore,Yelahanka,18604000,2,2,1650,Apartment,12.950962,77.666501,5.6,No,20,Sold,Prestige Group,2024-04-29
PROP00117,Kondapur Enclave,Hyderabad,Kondapur,12768000,3,2,1860,Apartment,17.459602,78.475919,7.3,Yes,0,Available,Lodha Group,2022-12-04
PROP00360,Karol Bagh Homes,Delhi,Karol Bagh,37539000,4,4,2200,Villa,28.629975,77.159113,5.4,Yes,5,Under Construction,DLF Ltd,2022-08-12
PROP00940,Velachery Towers,Chennai,Velachery,11430000,1,1,1520,Apartment,13.003189,80.247687,5,Yes,3,Under Construction,Puravankara,2023-10-06
PROP00770,Navrangpura Homes,Ahmedabad,Navrangpura,3288000,4,4,597,Apartment,22.974927,72.533683,5.3,No,7,Available,Godrej Properties,2023-04-01
PROP00253,Velachery Homes,Chennai,Velachery,27210000,4,4,2037,Apartment,13.137796,80.207294,7.3,,20,Sold,Prestige Group,2025-06-05
